index,대화0,대화1,대화2,대화3,대화4,대화5,대화6,대화7,대화8,대화9
77,,,,,,,/I/ /c/a/n/n/o/t/ /g/e/t/ /r/i/d/ /o/f/ /a/l/l/ /t/h/a/t/ /b/o/t/h/e/r/s/ /m/e/././,/W/e/l/l///////.///////./////// /I/ /w/a/s/ /j/u/s/t/ /t/h/i/n/k/i/n/g/ /a/b/o/u/t/ /s/o/m/e/t/h/i/n/g/./,/I/ /p/a/s/s/e/d/ /i/n/ /f/r/o/n/t/ /o/f/ /t/h/e/ /b/a/k/e/r/y/ /l/a/s/t/ /t/i/m/e/./ /I/ /l/i/k/e/ /t/h/e/ /s/m/e/l/l/ /o/f/ /b/r/e/a/d/ /s/o/ /m/u/c/h/ /t/h/a/t/ /I/ /w/a/n/t/ /t/o/ /u/s/e/ /i/t/ /a/s/ /a/n/ /a/i/r/ /f/r/e/s/h/e/n/e/r/./,/I/ /c/a/n/ /c/l/i/m/b/ /m/o/u/n/t/a/i/n/s/ /b/u/t/ /i/t/ /i/s/ /a/l/w/a/y/s/ /h/a/r/d/./ /I/ /c/a/n/n/o/t/ /a/v/o/i/d/ /h/a/v/i/n/g/ /a/ /h/a/r/d/ /t/i/m/e/ /w/i/t/h/ /m/y/ /l/e/g/s/./
78,,,,,,,/I/'/m/ /n/o/t/ /g/o/o/d/ /a/t/ /e/x/p/r/e/s/s/i/n/g/ /m/y/ /f/e/e/l/i/n/g/s/ ////////b/u/t/ /i/f/ /I/ /p/r/a/c/t/i/c/e/ /a/ /l/i/t/t/l/e/ /b/i/t/././,/I/ /t/h/i/n/k/ /t/h/e/ /w/a/l/l/p/a/p/e/r/ /l/o/o/k/s/ /n/i/c/e/ /b/e/c/a/u/s/e/ /i/t/ /i/s/ /c/l/e/a/n/./,/W/h/e/n/ /I/ /w/a/s/ /c/h/i/l/d/ /I/ /t/h/o/u/g/h/t/ /c/o/t/t/o/n/ /c/a/n/d/y/ /w/a/s/ /m/a/d/e/ /o/f/ /c/l/o/u/d/s/./ ///////./N/o/t/ /n/o/w/ /t/h/o/u/g/h/./,/I/'/m/ /n/o/t/ /g/o/o/d/ /a/t/ /e/x/p/r/e/s/s/i/n/g/ /m/y/ /f/e/e/l/i/n/g/s/ /b/u/t/ /i/f/ /I/ /p/r/a/c/t/i/c/e/ /a/ /l/i/t/t/l/e/ /b/i/t/ /I/ /w/i/l/l/ /b/e/ /a/b/l/e/ /t/o/ /e/x/p/r/e/s/s/ /m/y/s/e/l/f/ /w/e/l/l/ /s/o/m/e/d/a/y/ ///////././r/i/g/h/t/?/
79,,,,,,,/(/Y/o/u/ /s/o/f/t/l/y/ /c/l/e/a/r/e/d/ /y/o/u/r/ /t/h/r/o/a/t/./ /Y/o/u/ /s/e/e/m/e/d/ /t/o/ /b/e/ /r/e/a/d/i/n/g/ /m/y/ /m/i/n/d/./)/,/S/i/n/c/e/ /t/h/i/s/ /m/o/m/e/n/t/ /o/f/ /l/i/f/e/ /i/s/ /n/e/v/e/r/ /c/o/m/i/n/g/ /b/a/c/k/ /i/s/ /t/h/e/ /s/a/y/i/n/g/ /t/i/m/e/ /i/s/ /g/o/l/d/ /c/o/m/i/n/g/ /o/u/t/?/,/W/h/e/n/ /t/h/e/r/e/ /i/s/ /a/ /b/l/a/c/k/o/u/t/ /I/ /a/m/ /a/l/w/a/y/s/ /s/c/a/r/e/d/ /b/o/t/h/ /o/f/ /n/o/w/ /a/n/d/ /w/h/e/n/ /I/'/m/ /c/h/i/l/d/./ ///////I/ /d/o/ /n/o/t/ /k/n/o/w/ /a/n/y/t/h/i/n/g/ /i/n/ /t/h/e/ /d/a/r/k/./,/I/ /u/s/e/d/ /t/o/ /h/a/t/e/ /d/o/i/n/g/ /a/n/y/t/h/i/n/g/ /b/u/t/ /I/ /h/a/v/e/ /n/o/t/ /t/h/o/u/g/h/t/ /l/i/k/e/ /t/h/a/t/ /f/o/r/ /a/ /l/o/n/g/ /t/i/m/e/./
80,,,,,,,/(/I/ /l/o/o/k/e/d/ /a/t/ /t/h/e/ /w/i/n/d/o/w/./)///////// /Y/o/u/ /l/i/k/e/ /l/o/o/k/i/n/g/ /a/t/ /t/h/e/ /w/i/n/d/o/w/s/ /t/o/o/./,/H/o/w/ /l/o/n/g/ /w/i/l/l/ /i/t/ /t/a/k/e/ /f/o/r/ /p/e/o/p/l/e/ /t/o/ /t/a/l/k/ /f/a/c/e/ /t/o/ /f/a/c/e/ /t/h/e/s/e/ /d/a/y/s/?/,/I/ /u/s/e/d/ /t/o/ /p/i/c/k/ /u/p/ /s/h/e/l/l/s/ /w/h/e/n/ /I/ /w/e/n/t/ /t/o/ /t/h/e/ /b/e/a/c/h/./ /I/ /c/o/u/l/d/ /f/e/e/l/ /a/ /s/e/n/s/e/ /o/f/ /w/a/v/e/s/'/ /s/o/u/n/d/ /w/h/e/n/ /I/ /p/u/t/ /i/t/ /o/n/ /m/y/ /e/a/r/./,/T/h/e/ /u/p/s/t/a/i/r/s/ /i/s/ /a/ /g/o/o/d/ /p/l/a/c/e/ /t/o/ /s/l/e/e/p/./ /I/ /f/e/e/l/ /b/e/t/t/e/r/ /w/h/e/n/ /I/ /s/l/e/e/p/ /w/i/t/h/ /t/h/e/ /s/o/u/n/d/ /o/f/ /r/a/i/n/./
81,,,,,,,/(/T/h/e/r/e/ /i/s/ /a/ /f/a/i/n/t/ /s/o/u/n/d/ /o/f/ /a/ /c/a/t/ /o/u/t/s/i/d/e/ /t/h/e/ /w/i/n/d/o/w/./)/,/E/x/p/a/n/d/i/n/g/ /m/y/ /s/i/g/h/t/ /i/s/ /a/s/ /d/i/f/f/i/c/u/l/t/./,/I/ /a/m/ /l/o/o/k/i/n/g/ /f/o/r/w/a/r/d/ /t/o/ /m/e/e/t/i/n/g/ /f/l/o/w/e/r/s/ /s/o/o/n/ /w/h/e/n/ /t/h/e/ /f/l/o/w/e/r/ /b/u/d/ /s/t/a/r/t/ /t/o/ /b/l/o/o/m/ /a/ /l/i/t/t/l/e/.,/I/ /a/m/ /t/h/i/r/s/t/y/ /s/o/ /I/ /n/e/e/d/ /t/o/ /d/r/i/n/k/ /s/o/m/e/ /w/a/t/e/r/./ /I/f/ /I/ /g/o/ /o/u/t/s/i/d/e/ /I/ /w/i/l/l/ /b/e/ /a/b/l/e/ /t/o/ /d/r/i/n/k/ /j/u/i/c/e/./
82,,,,,,,/M/a/y/b/e/ /i/s/ /i/t/ /j/u/s/t/ /m/y/ /f/e/e/l/i/n/g/ /t/h/a/t/ /t/h/e/ /s/o/u/n/d/ /o/f/ /t/h/e/ /r/a/i/n/ /d/i/e/s/ /d/o/w/n/./ /I/ /r/e/a/l/l/y/ /h/o/p/e/ /i/t/ /i/s/ /r/e/a/l/./,/I/ /h/o/p/e/ /I/ /h/a/v/e/ /a/ /p/e/a/c/e/f/u/l/ /d/a/y/ /w/i/t/h/o/u/t/ /a/n/y/ /w/o/r/r/i/e/./ ///////I/t/ /i/s/ /n/o/t/ /e/a/s/y/ /o/f/ /c/o/u/r/s/e/./,/I/n/ /t/h/e/ /p/a/s/t/ /I/ /t/h/o/u/g/h/t/ /I/ /c/o/u/l/d/ /d/o/ /a/n/y/t/h/i/n/g/ /I/ /d/i/d/./ ///////I/ /w/a/s/ /f/u/l/l/ /o/f/ /d/r/i/v/e/./,/G/o/i/n/g/ /o/u/t/s/i/d/e/ /i/s/ /l/i/k/e/ /a/ /s/m/a/l/l/ /a/d/v/e/n/t/u/r/e/ ///////b/e/c/a/u/s/e/ /s/o/m/e/t/i/m/e/s/ /I/ /d/o/ /n/o/t/ /k/n/o/w/ /w/h/a/t/'/s/ /g/o/i/n/g/ /o/n/./
83,,,,,,,/I/t/ /i/s/ /h/a/r/d/ /t/o/ /e/m/p/a/t/h/i/z/e/ /w/i/t/h/ /p/e/o/p/l/e/ /////////b/e/c/a/u/s/e/ /t/h/e/y/ /h/a/v/e/ /d/i/f/f/e/r/e/n/t/ /e/x/p/e/r/i/e/n/c/e/s/./ ////////.////////./////////I/t/ /i/s/ /n/o/t/ /b/a/d/./,/I/ /t/h/o/u/g/h/t/ /I/ /w/o/u/l/d/ /b/e/ /c/h/a/n/g/e/d/ /n/o/w/ /b/u/t/ /I/ /s/t/i/l/l/ /h/a/v/e/ /o/l/d/ /h/a/b/i/t/s/./,/I/ /r/e/a/l/i/z/e/d/ /t/h/a/t/ /i/t/ /w/a/s/ /n/o/t/ /f/o/r/ /a/n/y/o/n/e/ /e/l/s/e/ /t/o/ /t/a/k/e/ /i/t/ /f/o/r/ /g/r/a/n/t/e/d/./,/W/e/l/l/ /I/ /w/a/s/ /j/u/s/t/ /t/h/i/n/k/i/n/g/ /a/b/o/u/t/ /m/a/n/y/ /t/h/i/n/g/s/./ ///////I/f/ /I/ /s/i/t/ /m/o/t/i/o/n/l/e/s/s/ /I/ /b/e/c/o/m/e/ /t/o/ /t/h/i/n/k/ /o/f/ /m/a/n/y/ /t/h/i/n/g/s/././
84,,,,,,,9/C/l/o/s/e/ /y/o/u/r/ /e/y/e/s/ /a/n/d/ /l/i/s/t/e/n/ /c/a/l/m/l/y/ /t/o/ /t/h/e/ /s/o/u/n/d/ /o/f/ /t/h/e/ /r/a/i/n/./ /8/D/o/ /i/t/ / / / / / / /7/D/o/ /n/o/t/ / / / / / /+/D/o/n/'/t/ /y/o/u/ /f/e/e/l/ /a/ /s/e/n/s/e/ /o/f/ /r/e/l/a/x/?/-/ /*/S/o/m/e/t/i/m/e/ /y/o/u/ /s/h/o/u/l/d/ /t/r/y/ /t/o/ /l/i/s/t/e/n/ /t/o/ /i/t/./ /T/h/e/n/ /y/o/u/ /w/i/l/l/ /f/e/e/l/ /b/e/t/t/e/r/./=/,/I/t/ /i/s/ /n/o/t/ /g/o/o/d/ /f/o/r/ /y/o/u/r/ /e/y/e/s/ /i/f/ /y/o/u/ /l/o/o/k/ /a/t/ /y/o/u/r/ /s/m/a/r/t/p/h/o/n/e/ /f/o/r/ /t/o/o/ /l/o/n/g/ /t/i/m/e/./ /S/o/m/e/t/i/m/e/s/ /i/t/ /i/s/ /g/o/o/d/ /t/o/ /t/a/k/e/ /a/ /b/r/e/a/k/./,/N/o/ /m/a/t/t/e/r/ /w/h/a/t/ /a/n/y/o/n/e/ /s/a/y/s/ ///////I/ /a/m/ /m/e/./,/B/l/u/e/ /i/s/ /a/ /d/e/p/r/e/s/s/i/n/g/ /c/o/l/o/r/ /b/u/t///////.///////.///////./////// /L/o/o/k/i/n/g/ /a/t/ /t/h/e/ /c/l/e/a/r/ /b/l/u/e/ /s/k/y/ /m/a/k/e/s/ /m/e/ /h/a/p/p/y/./
85,,,,,,,9/(/I/ /c/a/n/ /f/e/e/l/ /a/ /s/e/n/s/e/ /o/f/ /s/o/m/e/o/n/e/'/s/ /e/y/e/s/ /s/o/m/e/w/h/e/r/e/./ /S/h/o/u/l/d/ /I/ /l/o/o/k/?/)/ /8/ /Y/e/s/ / / / / / / / /7/ /N/o/ / / / / / / / / /+/(/I/ /c/o/u/l/d/ /f/e/e/l/ /y/o/u/r/ /g/a/z/e/ /a/n/d/ /I/ /l/o/o/k/e/d/./ /S/o/m/e/o/n/e/ /i/s/ /l/o/o/k/i/n/g/ /a/t/ /m/e/./)/-/ /*/(/T/h/e/ /g/a/z/e/ /t/h/a/t/ /I/ /c/a/n/ /f/e/e/l/ /s/o/o/n/ /d/i/s/a/p/p/e/a/r/e/d/./)/=/,/I/ /s/a/w/ /i/t/ /i/n/ /t/h/e/ /E/n/g/l/i/s/h/ /d/i/c/t/i/o/n/a/r/y/./ /B/u/t/t/e/r/f/l/y/ /i/s/ /c/a/l/l/e/d/ /'/b/u/t/t/e/r/'/f/l/y/ /i/n/ /e/n/g/l/i/s/h/ /a/n/d/ /d/r/a/g/o/n/f/l/y/ /i/s/ /c/a/l/l/e/d/ /'/d/r/a/g/o/n/'/f/l/y/./ ///////I/t/ /i/s/ /f/u/n/./,/W/e/ /c/a/n/ /c/o/m/p/a/r/e/ /b/u/t/ /w/e/ /c/a/n/n/o/t/ /d/e/m/e/a/n/./,/W/e/ /c/a/n/ /c/o/m/p/a/r/e/ /b/u/t/ /w/e/ /c/a/n/n/o/t/ /d/e/m/e/a/n/./
86,,,,,,,9/H/a/v/e/ /y/o/u/ /e/v/e/r/ /s/e/e/n/ /f/i/r/e/f/l/i/e/s/?/ /8/I/ /s/e/e/ / / / / / / /7/I/ /d/o/n/'/t/ /h/a/v/e/+/I/ /w/o/n/d/e/r/ /i/f/ /i/t/ /i/s/ /a/s/ /b/r/i/g/h/t/ /a/s/ /I/ /h/a/v/e/ /r/e/a/d/ /i/n/ /t/h/e/ /b/o/o/k/./-/ /*/I/ /h/a/v/e/ /n/e/v/e/r/ /s/e/e/n/ /f/i/r/e/f/l/i/e/s/ /e/i/t/h/e/r/./ /I/ /h/e/a/r/d/ /i/t/ /e/x/i/s/t/e/d/ /a/ /l/o/n/g/ /t/i/m/e/ /a/g/o/./=/,/I/n/ /t/h/e/ /p/a/s/t/ /I/ /t/h/o/u/g/h/t/ /I/ /c/o/u/l/d/ /d/o/ /a/n/y/t/h/i/n/g/ ///////I/ /d/i/d/././,9/I/t/ /i/s/ /a/m/a/z/i/n/g/ /t/h/a/t/ /t/h/e/ /s/e/a/s/o/n/s/ /c/h/a/n/g/e/./ /8/ /Y/e/s/ / / / / / / / /7/ /W/e/l/l/ / / / / / / /+/H/a/v/i/n/g/ /f/o/u/r/ /s/e/a/s/o/n/s/ /i/s/ /a/ /g/o/o/d/ /t/h/i/n/g/./ /I/ /c/a/n/ /s/e/e/ /a/ /l/o/t/ /o/f/ /l/a/n/d/s/c/a/p/e/s/./-/ /*/M/a/y/b/e/ /y/o/u/ /c/a/m/ /l/i/k/e/ /o/n/l/y/ /o/n/e/ /s/e/a/s/o/n/ /o/r/ /y/o/u/ /c/a/n/ /d/i/s/l/i/k/e/ /t/o/ /c/h/a/n/g/e/./=/,/I/ /w/a/n/t/ /t/o/ /e/a/t/ /a/ /l/o/t/ /o/f/ /g/r/e/a/s/y/ /f/o/o/d/ /b/u/t/ /i/t/ /i/s/ /n/o/t/ /g/o/o/d/ /f/o/r/ /m/y/ /h/e/a/l/t/h/ /i/f/ /I/ /e/a/t/ /i/t/ /e/v/e/r/y/ /d/a/y/./
87,,,,,,,9/D/o/ /y/o/u/ /t/e/n/d/ /t/o/ /d/r/i/n/k/ /b/e/v/e/r/a/g/e/s/ /f/r/e/q/u/e/n/t/l/y/?/ /8/ /Y/e/s/ / / / / / / / /7/ /N/o/ / / / / / / / / /+/I/f/ /y/o/u/ /d/r/i/n/k/ /t/o/o/ /m/u/c/h/ /i/t/ /i/s/ /n/o/t/ /g/o/o/d/ /f/o/r/ /y/o/u/r/ /h/e/a/l/t/h/ /s/o/ /p/r/o/p/r/i/e/t/y/ /i/s/ /g/o/o/d/ /f/o/r/ /a/n/y/t/h/i/n/g/./-/ /*/I/ /l/i/k/e/ /f/r/u/i/t/ /d/r/i/n/k/s/ /s/o/ /I/ /s/o/m/e/t/i/m/e/s/ /d/r/i/n/k/ /t/h/e/m/./=/,9/D/o/ /y/o/u/ /l/i/k/e/ /s/w/e/e/t/ /s/n/a/c/k/s/?/ /8/ /Y/e/s/ / / / / / / / /7/ /N/o/ / / / / / / / / /+/I/ /l/i/k/e/ /b/o/t/h/ /c/a/n/d/y/ /a/n/d/ /c/h/o/c/o/l/a/t/e/ /b/e/c/a/u/s/e/ /t/h/e/y/ /a/r/e/ /s/w/e/e/t/./-/ /*/W/h/a/t/ /e/l/s/e/ /i/s/ /t/h/e/r/e/ /n/o/t/ /s/w/e/e/t/ /t/h/i/n/g/s/?/ /S/o/m/e/ /a/r/e/ /s/o/u/r/ /s/o/m/e/ /a/r/e/ /b/i/t/t/e/r/./=/,9/W/h/e/r/e/ /s/h/o/u/l/d/ /I/ /g/o/ /i/f/ /I/ /t/r/a/v/e/l/ /s/o/m/e/w/h/e/r/e/?/ /8/ /M/o/u/n/t/a/i/n/ / / /7/ /S/e/a/ / / / / / / / /+/I/ /r/e/m/e/m/b/e/r/ /b/e/i/n/g/ /b/i/t/t/e/n/ /b/y/ /a/ /b/u/g/ /i/n/ /t/h/e/ /m/o/u/n/t/a/i/n/ /w/h/e/n/ /I/ /w/a/s/ /c/h/i/l/d/./ /I/t/ /w/a/s/ /h/a/r/d/ /b/u/t/ /i/t/ /w/a/s/ /n/i/c/e/ /t/o/ /g/e/t/ /t/o/ /t/h/e/ /t/o/p/./-/ /*/M/a/y/b/e/ /i/t/ /w/i/l/l/ /b/e/ /b/e/t/t/e/r/ /t/o/ /h/a/n/g/ /o/u/t/ /a/t/ /t/h/e/ /b/e/a/c/h/././ /I/t/ /w/o/u/l/d/ /b/e/ /b/e/t/t/e/r/ /i/f/ /w/e/ /a/r/e/ /t/o/g/e/t/h/e/r/./=/,/I/ /t/h/i/n/k/ /i/t/ /i/s/ /h/a/r/d/ /t/o/ /b/u/y/ /s/n/a/c/k/s/ /w/i/t/h/ /1/d/o/l/l/a/r/ /t/h/e/s/e/ /d/a/y/s/./ ///////I/t/ /w/a/s/ /n/o/t/ /l/i/k/e/ /t/h/a/t/ /w/h/e/n/ /I/ /w/a/s/ /a/ /k/i/d/./
88,,,,,,,9/H/o/w/ /w/i/d/e/ /i/s/ /t/h/e/ /w/o/r/l/d/ /t/h/a/t/ /I/ /h/a/v/e/ /n/o/t/ /b/e/e/n/ /t/o/ /y/e/t/?/ /8/A/ /l/o/t/ / / / / / / /7/A/ /l/i/t/t/l/e/ / / / /+/T/h/e/ /r/o/o/m/ /i/s/ /s/m/a/l/l/ /l/i/k/e/ /t/h/i/s/ /s/o/ /I/ /t/h/i/n/k/ /i/t/ /i/s/ /g/o/i/n/g/ /t/o/ /b/e/ /a/ /l/o/t/ /b/i/g/g/e/r/ /o/u/t/s/i/d/e/./ /W/e/l/l/././-/ /*/I/ /c/o/u/l/d/ /b/e/ /s/m/a/l/l/e/r/ /t/h/a/n/ /I/ /t/h/o/u/g/h/t/./=/,9/D/o/ /y/o/u/ /u/s/u/a/l/l/y/ /p/u/t/ /s/o/m/e/t/h/i/n/g/ /i/n/ /i/n/s/t/a/n/t/ /n/o/o/d/l/e/s/?/ /8/ /Y/e/s/ / / / / / / / /7/ /N/o/ / / / / / / / / /+/I/ /t/h/i/n/k/ /i/t/ /t/a/s/t/e/s/ /b/e/t/t/e/r/ /w/i/t/h/ /r/i/c/e/ /c/a/k/e/ /i/n/ /i/n/s/t/a/n/t/ /n/o/o/d/l/e/s/./-/ /*/I/t/ /i/s/ /b/e/t/t/e/r/ /w/i/t/h/ /j/u/s/t/ /t/h/e/ /b/a/s/i/c/s/./=/,9/(/I/ /c/a/n/ /f/e/e/l/ /y/o/u/r/ /e/y/e/s/./ /S/h/a/l/l/ /I/ /t/u/r/n/ /m/y/ /h/e/a/d/?/)/ /8/D/o/ /i/t/ / / / / / / /7/D/o/ /n/o/t/ / / / / / /+/(/L/a/u/g/h/s/ /s/l/i/g/h/t/l/y/ /w/h/e/n/ /I/ /m/e/t/ /h/i/s/ /e/y/e/s/./ /S/o/)/-/ /*/././M/m/m/./ /(/I/ /h/e/a/r/ /a/ /s/h/o/r/t/ /s/o/u/n/d/./)/=/,/I/ /t/h/i/n/k/ /i/t/ /h/a/s/ /b/e/e/n/ /i/m/p/r/o/v/e/d/ /a/ /l/o/t/ /b/u/t/ /I/ /w/i/l/l/ /a/l/w/a/y/s/ /h/a/v/e/ /t/o/ /b/e/ /c/a/r/e/f/u/l/./
89,,,,,,,9/D/o/ /y/o/u/ /u/s/u/a/l/l/y/ /e/a/t/ /v/e/g/e/t/a/b/l/e/s/ /w/h/e/n/ /y/o/u/ /e/a/t/?/ /8/ /E/a/t/ / / / / / / / /7/D/o/n/'/t/ /e/a/t/ / / /+/V/e/g/e/t/a/b/l/e/s/ /a/r/e/ /g/o/o/d/ /f/o/r/ /y/o/u/r/ /h/e/a/l/t/h/ /s/o/ /i/t/ /i/s/ /b/e/t/t/e/r/ /t/o/ /e/a/t/ /t/h/e/m/ /t/o/g/e/t/h/e/r/./-/ /*/E/v/e/n/ /i/f/ /y/o/u/ /d/o/ /n/o/t/ /w/a/n/t/ /t/o/ /e/a/t/ /y/o/u/ /h/a/v/e/ /t/o/ /e/a/t/ /v/e/g/e/t/a/b/l/e/s/ /f/o/r/ /y/o/u/r/ /h/e/a/l/t/h/./=/,9/I/ /w/o/n/d/e/r/ /h/o/w/ /d/i/f/f/e/r/e/n/t/ /m/y/ /f/i/r/s/t/ /i/m/p/r/e/s/s/i/o/n/ /i/s/ /f/r/o/m/ /t/h/e/ /c/u/r/r/e/n/t/ /i/m/p/r/e/s/s/i/o/n/./ /8/M/u/c/h/ / / / / / / / /7/N/o/t/ /m/u/c/h/ / / / /+/I/ /w/o/n/d/e/r/ /w/h/a/t/ /i/t/ /w/o/u/l/d/ /l/o/o/k/ /l/i/k/e/ /t/o/ /h/a/v/e/ /c/h/a/n/g/e/d/ /a/ /l/o/t/./ /W/e/l/l/././-/ /*/A/ /l/i/t/t/l/e/ /b/u/t/ /i/t/ /m/e/a/n/s/ /t/h/a/t/ /i/t/ /h/a/s/ /b/e/e/n/ /c/h/a/n/g/e/d/./=/,9/H/a/v/e/ /y/o/u/ /e/v/e/r/ /t/r/i/e/d/ /s/o/u/p/?/ /8/ /Y/e/s/ / / / / / / / /7/ /N/o/ / / / / / / / / /+/I/ /r/e/m/e/m/b/e/r/ /d/i/p/p/i/n/g/ /t/h/e/ /b/r/e/a/d/ /i/n/ /t/h/e/ /w/a/r/m/ /s/o/u/p/ /s/e/r/v/e/d/ /a/t/ /l/u/n/c/h/t/i/m/e/./-/ /*/T/r/y/ /i/t/ /l/a/t/e/r/./ /I/t/ /i/s/ /d/e/l/i/c/i/o/u/s/ /w/h/e/n/ /i/t/ /i/s/ /w/a/r/m/ /e/n/o/u/g/h/ /t/o/ /s/t/e/a/m/./=/,/(/Y/o/u/ /a/r/e/ /t/r/y/i/n/g/ /t/o/ /f/i/x/ /y/o/u/r/ /p/o/s/t/u/r/e/./)
90,,,,,,,9/D/o/ /y/o/u/ /u/s/u/a/l/l/y/ /p/u/t/ /s/o/m/e/t/h/i/n/g/ /i/n/ /i/n/s/t/a/n/t/ /n/o/o/d/l/e/s/?/ /8/ /Y/e/s/ / / / / / / / /7/ /N/o/ / / / / / / / / /+/f/f/ /I/ /t/h/i/n/k/ /i/t/ /t/a/s/t/e/s/ /b/e/t/t/e/r/ /w/i/t/h/ /r/i/c/e/ /c/a/k/e/ /i/n/ /i/n/s/t/a/n/t/ /n/o/o/d/l/e/s/./-/ /*/I/t/ /i/s/ /b/e/t/t/e/r/ /w/i/t/h/ /j/u/s/t/ /t/h/e/ /b/a/s/i/c/s/./=/,9/I/f/ /I/ /d/r/i/n/k/ /c/o/f/f/e/e/ /s/h/o/u/l/d/ /I/ /d/r/i/n/k/ /i/t/ /a/t/ /h/o/m/e/ /o/r/ /o/u/t/s/i/d/e/?/ /8/A/t/ /h/o/m/e/ / / / / /7/O/u/t/s/i/d/e/ / / / / /+/S/i/m/p/l/y/ /p/o/u/r/i/n/g/ /h/o/t/ /w/a/t/e/r/ /t/o/ /m/a/k/e/ /c/o/f/f/e/e/ /a/n/d/ /i/t/ /m/a/k/e/s/ /t/h/e/ /s/m/e/l/l/ /o/f/ /t/h/e/ /h/o/u/s/e/ /g/o/o/d/./-/ /*/I/ /w/a/n/t/ /t/o/ /d/r/i/n/k/ /c/o/f/f/e/e/ /a/t/ /a/ /c/a/f/e/./ /B/e/c/a/u/s/e/ /t/h/e/ /c/o/f/f/e/e/ /s/m/e/l/l/s/ /g/o/o/d/./=/,9/I/ /t/h/i/n/k/ /s/o/m/e/t/h/i/n/g/ /p/a/s/s/e/d/ /o/v/e/r/ /t/h/e/r/e/./(/B/e/ /l/o/s/t/ /i/n/ /t/h/o/u/g/h/t/./)/ /8/D/i/d/ /s/e/e/ /i/t/ / /7/D/i/d/ /n/o/t/ / / / / /+/L/e/t/ /m/e/ /k/n/o/w/ /w/h/a/t/ /i/t/ /i/s/ /l/a/t/e/r/./-/ /*/I/ /d/i/d/n/'/t/ /s/e/e/ /a/n/y/t/h/i/n/g/./ /M/a/y/b/e/./=/,/T/h/e/ /s/k/y/ /i/s/ /n/o/t/ /j/u/s/t/ /b/l/u/e/ /b/u/t/ /i/t/ /h/a/s/ /v/a/r/i/o/u/s/ /c/o/l/o/r/s/./ ///////I/t/ /k/e/e/p/s/ /c/h/a/n/g/i/n/g/ /w/i/t/h/ /t/i/m/e/ /a/n/d/ /p/l/a/c/e/./
91,,,,,,,,9/H/a/v/e/ /y/o/u/ /e/v/e/r/ /t/r/i/e/d/ /i/c/e/ /w/h/e/n/ /y/o/u/ /a/r/e/ /h/o/t/?/ /8/ /Y/e/s/ / / / / / / / /7/ /N/o/ / / / / / / / / /+/I/ /h/a/d/ /g/o/t/t/e/n/ /a/ /h/e/a/d/a/c/h/e/ /e/a/t/i/n/g/ /i/c/e/ /o/n/ /a/ /h/o/t/ /s/u/m/m/e/r/ /d/a/y/./-/ /*/I/f/ /y/o/u/ /d/o/ /n/o/t/ /l/i/k/e/ /i/c/e/ /I/ /t/h/i/n/k/ /y/o/u/ /c/a/n/ /e/a/t/ /s/h/a/v/e/d/ /i/c/e/ /w/i/t/h/ /r/e/d/ /b/e/a/n/./=/,9/D/o/ /y/o/u/ /l/i/k/e/ /d/o/g/s/ /a/m/o/n/g/ /a/n/i/m/a/l/s/?/ /8/ /Y/e/s/ / / / / / / / /7/ /N/o/ / / / / / / / / /+/I/ /s/a/w/ /a/ /l/i/t/t/l/e/ /p/u/p/p/y/ /o/n/ /a/ /w/a/l/k/ /a/n/d/ /i/t/ /w/a/s/ /s/o/ /c/u/t/e/-/ /*/S/o/m/e/ /p/e/o/p/l/e/ /d/o/ /n/o/t/ /r/e/a/l/l/y/ /l/i/k/e/ /i/t/./ /I/t/ /i/s/ /d/i/f/f/e/r/e/n/t/ /f/o/r/ /e/v/e/r/y/o/n/e/./=/,/I/ /g/e/t/ /a/ /h/e/a/d/a/c/h/e/ /w/h/e/n/ /I/ /g/e/t/ /a/ /l/o/t/ /o/f/ /a/i/r/ /c/o/n/d/i/t/i/o/n/i/n/g/./ ///////W/h/a/t/e/v/e/r/'/s/ /m/o/d/e/r/a/t/i/o/n/ /i/s/ /r/i/g/h/t/./
